-1.86300709516177e-07,8.335
-4.13386683809818e-06,8.3375
-4.3634878646494e-05,8.34
-0.000291092217903283,8.3425
-0.00137515798619996,8.345
-0.0048858624595194,8.3475
-0.0135417310535085,8.35
-0.0300211471591548,8.3525
-0.0543645536103764,8.355
-0.082377314735025,8.3575
-0.108106264023005,8.36
-0.128359310971584,8.3625
-0.14145339566004,8.365
-0.138304328194897,8.3675
-0.0998301934122963,8.37
-0.0148028864600635,8.3725
0.0965807970582654,8.375
0.189256387626159,8.3775
0.234372176842892,8.38
0.246161149796455,8.3825
0.25519323538169,8.385
0.26361035259682,8.3875
0.248806661421494,8.39
0.209809219820086,8.3925
0.180668602070371,8.395
0.183722082843544,8.3975
0.193046202038091,8.4
0.167641613673849,8.4025
0.106872351964797,8.405
0.047155662984123,8.4075
0.0110724780051271,8.41
-0.012111407145693,8.4125
-0.0354646402312789,8.415
-0.0536264373303508,8.4175
-0.0632213393265171,8.42
-0.0791143399555347,8.4225
-0.112524982432161,8.425
-0.149470206568619,8.4275
-0.170243571236901,8.43
-0.179220335934306,8.4325
-0.195093742899092,8.435
-0.218191525657955,8.4375
-0.229479257157886,8.44
-0.221808738414538,8.4425
-0.210795356761901,8.445
-0.208491037217227,8.4475
-0.204909900966352,8.45
-0.187314117272701,8.4525
-0.163506330397669,8.455
-0.15037394355963,8.4575
-0.148139418422273,8.46
-0.143317682998127,8.4625
-0.133480847929352,8.465
-0.130797168275993,8.4675
-0.138886014762103,8.47
-0.143290187125425,8.4725
-0.132688212218804,8.475
-0.116228325654519,8.4775
-0.108599323629065,8.48
-0.10685046006881,8.4825
-0.0953817224184263,8.485
-0.0703265541324137,8.4875
-0.0455241885839562,8.49
-0.0321134602609514,8.4925
-0.022720113781119,8.495
-0.00230047237086072,8.4975
0.030685103689487,8.5
0.0614492188350012,8.5025
0.0769684644902929,8.505
0.080708009282032,8.5075
0.0854759442644968,8.51
0.0951797844651086,8.5125
0.100923984296756,8.515
0.0965025609882004,8.5175
0.0900335590242013,8.52
0.0940029452492274,8.5225
0.108720957902116,8.525
0.123778744448432,8.5275
0.133252358441515,8.53
0.140336068157255,8.5325
0.147557767202564,8.535
0.15229763281859,8.5375
0.153834107774797,8.54
0.155362357311254,8.5425
0.155647099388581,8.545
0.148217186866346,8.5475
0.134365312121553,8.55
0.12766736197258,8.5525
0.137034986282456,8.555
0.152528145951311,8.5575
0.158650130765211,8.56
0.15685141366897,8.5625
0.161986167655056,8.565
0.177329728488657,8.5675
0.18694820744766,8.57
0.177677112019554,8.5725
0.157692049737316,8.575
0.144928617676072,8.5775
0.143785851423427,8.58
0.142461715382104,8.5825
0.130232570120861,8.585
0.108730693381971,8.5875
0.0863085916737301,8.59
0.0680377579399029,8.5925
0.0528341231284504,8.595
0.0368167498990915,8.5975
0.0191057727781763,8.6
0.00594406187151232,8.6025
0.00581082890123141,8.605
0.0165439237099512,8.6075
0.0219561402450741,8.61
0.00877928055884753,8.6125
-0.0158528933865338,8.615
-0.0328165631716742,8.6175
-0.03536918646344,8.62
-0.0342332710423226,8.6225
-0.0373884988778284,8.625
-0.0374338991536968,8.6275
-0.0250233107578822,8.63
-0.00445402609148863,8.6325
0.0128009253098005,8.635
0.0230004904987438,8.6375
0.0301020614859822,8.64
0.0366229945946157,8.6425
0.0430269308181764,8.645
0.0510177079317299,8.6475
0.0582416320279688,8.65
0.0541919727375157,8.6525
0.0319277032552984,8.655
0.00132096340213281,8.6575
-0.0202277993003122,8.66
-0.0294101962907108,8.6625
-0.0383718235101964,8.665
-0.0539993448212435,8.6675
-0.0680977881737417,8.67
-0.0724097075091134,8.6725
-0.0719643103735214,8.675
-0.0753544979148302,8.6775
-0.0800198644865872,8.68
-0.0772762800958949,8.6825
-0.0673486648448393,8.685
-0.0595212708918367,8.6875
-0.059600577452145,8.69
-0.066111226844947,8.6925
-0.077268398391997,8.695
-0.0925394103781406,8.6975
-0.107636417556539,8.7
-0.116599659418658,8.7025
-0.119177193153891,8.705
-0.118808679431111,8.7075
-0.114785700648972,8.71
-0.105313921682677,8.7125
-0.0963874945062276,8.715
-0.0963206168426474,8.7175
-0.102010748862263,8.72
-0.103014233184894,8.7225
-0.099763344872667,8.725
-0.103828013957857,8.7275
-0.117527978235486,8.73
-0.128132385884698,8.7325
-0.127633053921455,8.735
-0.123601990072177,8.7375
-0.122556972172047,8.74
-0.117018757566091,8.7425
-0.100675953120538,8.745
-0.0841206032335831,8.7475
-0.0807799222032346,8.75
-0.0857898281605003,8.7525
-0.0849492597438645,8.755
-0.0792124837098487,8.7575
-0.0825611374476406,8.76
-0.096810547125356,8.7625
-0.106981313974531,8.765
-0.105527590541727,8.7675
-0.104042578651908,8.77
-0.112762075950298,8.7725
-0.123068967890155,8.775
-0.12174315983635,8.7775
-0.111162393424157,8.78
-0.102074499647533,8.7825
-0.0947676269595682,8.785
-0.082147814962033,8.7875
-0.0664942184551626,8.79
-0.0580485627225447,8.7925
-0.0583486073015518,8.795
-0.0585369522216451,8.7975
-0.0545578238113862,8.8
-0.0515623503983192,8.8025
-0.051933260270362,8.805
-0.051207071839979,8.8075
-0.0486932571889499,8.81
-0.0504028089632679,8.8125
-0.0573346079582504,8.815
-0.0620614832578279,8.8175
-0.0618133728109163,8.82
-0.0631074818761272,8.8225
-0.0666376993459387,8.825
-0.0603565316739324,8.8275
-0.0384207092084898,8.83
-0.0157443214907412,8.8325
-0.00913777475474459,8.835
-0.0119808678612938,8.8375
-0.00472091302490284,8.84
0.0133635286596811,8.8425
0.0215359608774146,8.845
0.0085009734700525,8.8475
-0.011057832970355,8.85
-0.0173073923963507,8.8525
-0.00948807274950799,8.855
-0.000551584348546102,8.8575
0.00324040187358498,8.86
0.00764496700478864,8.8625
0.019893718050465,8.865
0.0401890703541582,8.8675
0.0609156138269482,8.87
0.0698098265333199,8.8725
0.0589752347119542,8.875
0.0368349138088073,8.8775
0.0255057980283919,8.88
0.0371613660079637,8.8825
0.0570386103720202,8.885
0.0618471165982377,8.8875
0.0534463394613918,8.89
